Boylam;Enlem;PGA_2%;PGA_10%;PGA_50%;PGA_68%;SS_2%;SS_10%;SS_50%;SS_68%;S1_2%;S1_10%;S1_50%;S1_68%;PGV_2%;PGV_10%;PGV_50%;PGV_68%
32.55;35.95;0.39;0.197;0.078;0.058;0.845;0.42;0.166;0.123;0.233;0.119;0.046;0.033;17.349;8.723;3.228;2.31
32.55;36.05;0.373;0.187;0.075;0.055;0.809;0.401;0.159;0.117;0.222;0.113;0.044;0.031;16.561;8.34;3.123;2.244
32.55;36.15;0.352;0.179;0.072;0.053;0.771;0.386;0.154;0.114;0.212;0.109;0.042;0.03;16.012;8.129;3.061;2.202
32.55;36.25;0.354;0.178;0.07;0.052;0.783;0.388;0.151;0.111;0.205;0.105;0.041;0.029;16.085;8.134;3.035;2.176
32.55;36.35;0.37;0.181;0.068;0.05;0.821;0.396;0.148;0.108;0.203;0.103;0.039;0.028;16.589;8.183;2.991;2.137
32.55;36.45;0.354;0.173;0.065;0.047;0.789;0.378;0.14;0.104;0.194;0.098;0.037;0.026;15.98;7.871;2.883;2.065
32.55;36.55;0.338;0.164;0.061;0.044;0.751;0.358;0.132;0.097;0.185;0.092;0.034;0.024;15.299;7.526;2.768;1.989
32.55;36.65;0.325;0.157;0.058;0.042;0.721;0.342;0.125;0.091;0.178;0.088;0.033;0.023;14.759;7.219;2.656;1.922
32.55;36.75;0.312;0.15;0.055;0.04;0.691;0.326;0.118;0.086;0.171;0.085;0.031;0.022;14.177;6.896;2.529;1.828
32.55;36.85;0.299;0.143;0.052;0.038;0.661;0.311;0.112;0.082;0.164;0.081;0.03;0.021;13.593;6.595;2.417;1.746
32.55;36.95;0.288;0.136;0.049;0.036;0.637;0.298;0.107;0.078;0.158;0.078;0.029;0.021;13.105;6.345;2.334;1.689
32.55;37.05;0.284;0.132;0.047;0.034;0.629;0.29;0.103;0.075;0.153;0.076;0.028;0.02;12.913;6.193;2.274;1.648
32.55;37.15;0.271;0.127;0.045;0.032;0.606;0.28;0.099;0.072;0.148;0.073;0.027;0.02;12.477;6.012;2.222;1.613
32.55;37.25;0.263;0.123;0.043;0.031;0.593;0.273;0.096;0.07;0.143;0.071;0.027;0.019;12.183;5.885;2.193;1.595
32.55;37.35;0.261;0.121;0.042;0.031;0.592;0.271;0.094;0.068;0.14;0.069;0.026;0.019;12.114;5.849;2.187;1.591
32.55;37.45;0.261;0.121;0.042;0.03;0.597;0.272;0.093;0.067;0.138;0.069;0.026;0.019;12.173;5.889;2.204;1.6
32.55;37.55;0.263;0.122;0.042;0.03;0.605;0.276;0.093;0.067;0.137;0.068;0.026;0.019;12.312;5.971;2.232;1.616
32.55;37.65;0.266;0.123;0.042;0.03;0.617;0.282;0.094;0.067;0.137;0.068;0.026;0.019;12.552;6.102;2.273;1.64
32.55;37.75;0.272;0.126;0.042;0.03;0.634;0.289;0.095;0.067;0.138;0.069;0.026;0.019;12.938;6.27;2.324;1.673
32.55;37.85;0.279;0.128;0.042;0.03;0.654;0.296;0.096;0.067;0.141;0.07;0.027;0.019;13.431;6.44;2.38;1.71
32.55;37.95;0.288;0.13;0.043;0.03;0.676;0.301;0.097;0.068;0.145;0.071;0.027;0.019;14.008;6.579;2.432;1.748
32.55;38.05;0.279;0.129;0.043;0.03;0.657;0.3;0.098;0.068;0.141;0.071;0.027;0.02;13.581;6.634;2.487;1.791
32.55;38.15;0.274;0.128;0.043;0.03;0.648;0.299;0.099;0.069;0.14;0.072;0.028;0.02;13.401;6.66;2.534;1.83
32.55;38.25;0.273;0.127;0.043;0.03;0.646;0.298;0.099;0.069;0.141;0.072;0.028;0.02;13.469;6.711;2.574;1.866
32.55;38.35;0.27;0.127;0.043;0.03;0.643;0.298;0.101;0.07;0.142;0.073;0.028;0.02;13.539;6.778;2.613;1.903
32.55;38.45;0.272;0.129;0.044;0.031;0.649;0.304;0.103;0.072;0.145;0.074;0.028;0.02;13.875;6.935;2.666;1.937
32.55;38.55;0.286;0.137;0.046;0.032;0.682;0.32;0.106;0.074;0.152;0.076;0.029;0.021;14.805;7.285;2.729;1.974
32.55;38.65;0.324;0.152;0.048;0.033;0.779;0.354;0.111;0.076;0.17;0.081;0.029;0.021;17.076;7.913;2.803;2.017
32.55;38.75;0.42;0.174;0.05;0.034;0.99;0.404;0.115;0.078;0.217;0.088;0.03;0.021;23.1;8.911;2.868;2.053
32.55;38.85;0.47;0.184;0.051;0.035;1.106;0.425;0.117;0.079;0.248;0.092;0.03;0.022;26.847;9.389;2.914;2.081
32.55;38.95;0.388;0.174;0.052;0.035;0.917;0.403;0.118;0.08;0.206;0.089;0.031;0.022;21.117;8.97;2.957;2.114
32.55;39.05;0.368;0.168;0.053;0.036;0.872;0.391;0.119;0.081;0.2;0.095;0.035;0.025;19.972;9.072;3.257;2.339
32.55;39.15;0.366;0.167;0.053;0.036;0.867;0.387;0.119;0.082;0.199;0.096;0.037;0.027;19.79;9.058;3.339;2.415
32.55;39.25;0.367;0.166;0.053;0.037;0.867;0.386;0.119;0.082;0.203;0.1;0.039;0.028;19.896;9.254;3.487;2.532
32.55;39.35;0.363;0.164;0.053;0.037;0.857;0.38;0.119;0.082;0.203;0.102;0.04;0.029;19.656;9.336;3.602;2.63
32.55;39.45;0.347;0.158;0.052;0.037;0.818;0.365;0.118;0.082;0.201;0.105;0.042;0.03;18.905;9.328;3.724;2.718
32.55;39.55;0.321;0.15;0.052;0.037;0.755;0.345;0.116;0.082;0.197;0.107;0.044;0.031;17.801;9.311;3.839;2.794
32.55;39.65;0.3;0.143;0.052;0.038;0.702;0.328;0.116;0.083;0.194;0.109;0.045;0.033;17.042;9.288;3.921;2.859
32.55;39.75;0.289;0.139;0.052;0.038;0.672;0.318;0.116;0.084;0.197;0.112;0.047;0.034;16.923;9.409;4.016;2.931
32.55;39.85;0.281;0.136;0.053;0.039;0.654;0.313;0.118;0.085;0.203;0.116;0.049;0.035;17.145;9.66;4.136;3.017
32.55;39.95;0.276;0.137;0.055;0.04;0.645;0.315;0.122;0.088;0.211;0.121;0.051;0.037;17.654;10.05;4.293;3.126
32.55;40.05;0.276;0.14;0.057;0.042;0.645;0.322;0.128;0.093;0.222;0.127;0.054;0.039;18.452;10.55;4.497;3.265
32.55;40.15;0.281;0.147;0.061;0.044;0.66;0.339;0.137;0.1;0.237;0.136;0.057;0.04;19.631;11.199;4.787;3.459
32.55;40.25;0.295;0.159;0.067;0.048;0.7;0.37;0.151;0.108;0.258;0.148;0.06;0.042;21.324;12.168;5.221;3.735
32.55;40.35;0.327;0.18;0.076;0.054;0.786;0.42;0.168;0.119;0.289;0.163;0.066;0.045;23.957;13.674;5.655;3.981
32.55;40.45;0.365;0.208;0.087;0.061;0.882;0.487;0.197;0.138;0.328;0.183;0.073;0.05;27.288;15.495;6.297;4.353
32.55;40.55;0.438;0.255;0.107;0.075;1.074;0.605;0.241;0.166;0.395;0.216;0.082;0.055;32.705;18.431;7.464;5.012
32.55;40.65;0.597;0.353;0.144;0.095;1.495;0.851;0.326;0.218;0.507;0.276;0.1;0.063;43.094;24.317;9.257;5.938
32.55;40.75;0.962;0.581;0.219;0.137;2.454;1.415;0.506;0.312;0.746;0.406;0.13;0.077;65.372;38.032;13.158;7.691
32.55;40.85;1.251;0.743;0.312;0.169;3.169;1.808;0.714;0.387;0.963;0.514;0.173;0.087;118.706;68.783;18.337;8.922
32.55;40.95;1.061;0.633;0.24;0.151;2.703;1.561;0.563;0.344;0.807;0.438;0.14;0.081;71.084;41.527;14.414;8.259
32.55;41.05;0.721;0.419;0.168;0.113;1.796;1.01;0.393;0.26;0.571;0.305;0.109;0.07;48.832;27.575;10.54;6.751
32.55;41.15;0.67;0.334;0.124;0.084;1.629;0.797;0.289;0.195;0.504;0.254;0.09;0.059;44.096;22.425;8.197;5.472
32.55;41.25;0.633;0.288;0.103;0.069;1.524;0.677;0.232;0.157;0.441;0.22;0.079;0.053;39.146;19.259;7.001;4.662
32.55;41.35;0.514;0.249;0.089;0.06;1.244;0.588;0.206;0.137;0.362;0.19;0.073;0.048;31.001;16.327;6.202;4.186
32.55;41.45;0.439;0.226;0.082;0.055;1.066;0.532;0.187;0.123;0.313;0.17;0.066;0.044;26.045;14.476;5.734;3.898
32.55;41.55;0.431;0.22;0.078;0.051;1.038;0.517;0.177;0.114;0.289;0.158;0.062;0.042;24.306;13.477;5.438;3.665
32.55;41.65;0.438;0.222;0.075;0.047;1.053;0.52;0.17;0.107;0.275;0.151;0.059;0.04;23.663;12.978;5.202;3.42
32.55;41.75;0.442;0.223;0.072;0.044;1.064;0.522;0.164;0.101;0.266;0.146;0.057;0.038;23.345;12.644;4.92;3.21
32.55;41.85;0.44;0.22;0.068;0.041;1.056;0.513;0.155;0.092;0.259;0.141;0.054;0.035;23.096;12.305;4.63;3.007
32.55;41.95;0.418;0.206;0.061;0.038;0.997;0.476;0.141;0.084;0.255;0.135;0.051;0.033;22.593;11.8;4.305;2.803
32.55;42.05;0.354;0.177;0.054;0.034;0.857;0.414;0.121;0.075;0.252;0.13;0.047;0.03;21.62;11.12;3.967;2.577
32.55;42.15;0.415;0.179;0.048;0.03;1.006;0.418;0.107;0.067;0.293;0.134;0.043;0.028;26.508;11.681;3.655;2.33
32.55;42.25;0.666;0.222;0.043;0.027;1.613;0.512;0.095;0.059;0.434;0.151;0.041;0.026;43.07;13.979;3.367;2.139
32.55;42.35;0.74;0.239;0.039;0.024;1.787;0.549;0.084;0.053;0.451;0.154;0.038;0.023;44.615;14.744;3.109;1.967
32.55;42.45;0.523;0.183;0.034;0.021;1.269;0.421;0.074;0.046;0.328;0.129;0.035;0.021;31.369;11.714;2.851;1.753
32.55;42.55;0.331;0.131;0.029;0.018;0.796;0.299;0.063;0.039;0.239;0.107;0.031;0.018;21.048;9.198;2.527;1.513
32.55;42.65;0.233;0.098;0.024;0.015;0.549;0.219;0.052;0.032;0.194;0.09;0.025;0.015;16.106;7.49;2.065;1.208
32.65;34.25;0.553;0.311;0.127;0.09;1.254;0.691;0.273;0.192;0.333;0.177;0.064;0.043;18.924;9.357;3.525;2.543
32.65;34.35;0.648;0.362;0.145;0.101;1.488;0.807;0.303;0.212;0.395;0.207;0.071;0.047;20.588;10.24;3.862;2.774
32.65;34.45;0.799;0.426;0.158;0.109;1.788;0.933;0.329;0.225;0.488;0.243;0.078;0.051;21.658;10.903;4.129;2.944
32.65;34.55;0.752;0.42;0.163;0.112;1.715;0.93;0.341;0.234;0.452;0.237;0.08;0.053;21.94;11.25;4.299;3.063
32.65;34.65;0.677;0.391;0.159;0.112;1.561;0.868;0.336;0.234;0.408;0.22;0.079;0.053;21.814;11.337;4.371;3.122
32.65;34.75;0.622;0.36;0.153;0.109;1.422;0.807;0.324;0.23;0.371;0.204;0.076;0.052;21.681;11.341;4.391;3.142
32.65;34.85;0.581;0.336;0.146;0.106;1.316;0.749;0.31;0.223;0.343;0.189;0.073;0.05;21.377;11.244;4.369;3.133
32.65;34.95;0.551;0.316;0.138;0.101;1.239;0.697;0.296;0.215;0.323;0.177;0.07;0.049;21.107;11.11;4.316;3.099
32.65;35.05;0.528;0.3;0.129;0.095;1.182;0.655;0.282;0.206;0.309;0.168;0.067;0.047;20.921;10.98;4.24;3.043
32.65;35.15;0.511;0.286;0.122;0.089;1.139;0.621;0.263;0.195;0.3;0.162;0.064;0.045;20.954;10.908;4.151;2.972
32.65;35.25;0.501;0.274;0.115;0.085;1.112;0.593;0.247;0.182;0.296;0.157;0.061;0.043;21.377;10.959;4.056;2.891
32.65;35.35;0.495;0.266;0.11;0.08;1.102;0.576;0.233;0.171;0.298;0.155;0.059;0.042;22.377;11.197;3.957;2.804
32.65;35.45;0.522;0.268;0.105;0.077;1.173;0.579;0.222;0.162;0.312;0.156;0.057;0.04;25.234;11.777;3.879;2.737
32.65;35.55;0.573;0.27;0.099;0.072;1.286;0.58;0.211;0.154;0.333;0.156;0.055;0.039;29.127;12.112;3.762;2.637
32.65;35.65;0.495;0.245;0.092;0.067;1.111;0.527;0.197;0.145;0.292;0.144;0.053;0.037;23.959;11.04;3.591;2.521
32.65;35.75;0.423;0.217;0.085;0.062;0.929;0.465;0.181;0.134;0.257;0.131;0.05;0.035;19.677;9.759;3.41;2.412
32.65;35.85;0.393;0.201;0.08;0.058;0.854;0.428;0.169;0.125;0.238;0.122;0.047;0.033;17.774;8.924;3.246;2.314
32.65;35.95;0.374;0.188;0.075;0.055;0.811;0.402;0.159;0.118;0.225;0.115;0.044;0.032;16.735;8.391;3.111;2.232
32.65;36.05;0.358;0.179;0.071;0.053;0.778;0.383;0.152;0.112;0.214;0.11;0.042;0.03;15.996;8.04;3.016;2.171
32.65;36.15;0.346;0.173;0.068;0.051;0.759;0.374;0.148;0.109;0.205;0.105;0.041;0.029;15.744;7.924;2.966;2.133
32.65;36.25;0.359;0.176;0.067;0.049;0.795;0.383;0.145;0.107;0.201;0.103;0.039;0.028;16.275;8.041;2.945;2.106
32.65;36.35;0.354;0.174;0.065;0.047;0.791;0.38;0.141;0.104;0.194;0.099;0.038;0.027;16.095;7.942;2.89;2.064
32.65;36.45;0.339;0.166;0.061;0.044;0.758;0.363;0.133;0.097;0.186;0.094;0.035;0.025;15.468;7.631;2.788;1.996
32.65;36.55;0.322;0.157;0.058;0.042;0.718;0.342;0.125;0.091;0.177;0.089;0.033;0.023;14.761;7.265;2.675;1.926
32.65;36.65;0.307;0.149;0.055;0.04;0.682;0.324;0.118;0.086;0.169;0.085;0.031;0.022;14.073;6.894;2.533;1.825
32.65;36.75;0.294;0.141;0.052;0.038;0.651;0.308;0.112;0.081;0.162;0.081;0.03;0.021;13.451;6.571;2.415;1.742
32.65;36.85;0.283;0.134;0.049;0.035;0.625;0.294;0.106;0.077;0.156;0.078;0.029;0.021;12.914;6.291;2.316;1.673
32.65;36.95;0.271;0.128;0.046;0.033;0.603;0.281;0.101;0.074;0.15;0.075;0.028;0.02;12.453;6.053;2.236;1.618
32.65;37.05;0.26;0.122;0.044;0.032;0.58;0.269;0.096;0.07;0.145;0.072;0.027;0.019;12.002;5.83;2.169;1.574
32.65;37.15;0.251;0.118;0.042;0.031;0.566;0.261;0.093;0.067;0.14;0.069;0.026;0.019;11.739;5.69;2.124;1.544
32.65;37.25;0.253;0.117;0.041;0.03;0.572;0.26;0.09;0.065;0.137;0.068;0.025;0.018;11.747;5.659;2.109;1.533
32.65;37.35;0.252;0.116;0.04;0.029;0.575;0.26;0.089;0.064;0.134;0.066;0.025;0.018;11.745;5.66;2.113;1.536
32.65;37.45;0.252;0.116;0.04;0.029;0.58;0.262;0.088;0.063;0.132;0.066;0.025;0.018;11.797;5.7;2.128;1.543
32.65;37.55;0.254;0.117;0.04;0.028;0.588;0.266;0.089;0.063;0.131;0.065;0.025;0.018;11.918;5.774;2.155;1.559
32.65;37.65;0.257;0.118;0.04;0.028;0.598;0.271;0.089;0.063;0.131;0.066;0.025;0.018;12.098;5.878;2.192;1.582
32.65;37.75;0.26;0.12;0.04;0.028;0.608;0.276;0.09;0.063;0.131;0.066;0.025;0.018;12.318;5.997;2.232;1.608
32.65;37.85;0.263;0.121;0.04;0.028;0.618;0.28;0.091;0.063;0.132;0.067;0.025;0.018;12.557;6.117;2.274;1.635
32.65;37.95;0.267;0.122;0.04;0.028;0.628;0.284;0.091;0.064;0.134;0.067;0.026;0.019;12.868;6.224;2.312;1.663
32.65;38.05;0.264;0.122;0.04;0.028;0.624;0.284;0.092;0.064;0.134;0.068;0.026;0.019;12.843;6.29;2.355;1.695
32.65;38.15;0.263;0.122;0.04;0.028;0.623;0.284;0.092;0.064;0.135;0.068;0.026;0.019;12.91;6.354;2.395;1.727
32.65;38.25;0.266;0.122;0.041;0.029;0.63;0.286;0.093;0.065;0.137;0.069;0.027;0.019;13.228;6.45;2.433;1.758
32.65;38.35;0.264;0.123;0.041;0.029;0.627;0.287;0.094;0.066;0.139;0.07;0.027;0.019;13.338;6.553;2.471;1.789
32.65;38.45;0.268;0.126;0.042;0.029;0.639;0.295;0.097;0.067;0.143;0.072;0.027;0.02;13.841;6.764;2.527;1.833
32.65;38.55;0.29;0.136;0.044;0.03;0.691;0.316;0.101;0.07;0.155;0.075;0.028;0.02;15.224;7.222;2.611;1.892
32.65;38.65;0.357;0.157;0.046;0.032;0.847;0.364;0.107;0.073;0.184;0.081;0.028;0.02;19.05;8.101;2.718;1.951
32.65;38.75;0.472;0.178;0.049;0.033;1.107;0.411;0.112;0.076;0.249;0.089;0.029;0.021;27.041;9.043;2.793;1.994
32.65;38.85;0.415;0.177;0.05;0.034;0.98;0.41;0.115;0.078;0.218;0.089;0.03;0.021;22.921;9.09;2.856;2.035
32.65;38.95;0.373;0.17;0.051;0.034;0.885;0.394;0.117;0.079;0.197;0.087;0.03;0.022;20.18;8.746;2.91;2.074
32.65;39.05;0.369;0.167;0.052;0.035;0.872;0.389;0.119;0.081;0.199;0.094;0.035;0.025;19.9;9.001;3.221;2.303
32.65;39.15;0.37;0.168;0.053;0.036;0.875;0.39;0.119;0.081;0.2;0.095;0.036;0.026;19.909;9.051;3.299;2.373
32.65;39.25;0.37;0.167;0.053;0.036;0.873;0.387;0.119;0.082;0.204;0.1;0.039;0.028;19.999;9.282;3.472;2.508
32.65;39.35;0.362;0.164;0.053;0.037;0.855;0.381;0.119;0.082;0.203;0.103;0.04;0.029;19.59;9.347;3.597;2.613
32.65;39.45;0.351;0.161;0.053;0.037;0.826;0.372;0.119;0.083;0.2;0.105;0.041;0.03;18.909;9.381;3.716;2.706
32.65;39.55;0.322;0.153;0.053;0.038;0.758;0.351;0.118;0.083;0.195;0.107;0.043;0.031;17.689;9.313;3.831;2.785
32.65;39.65;0.304;0.147;0.053;0.038;0.713;0.336;0.118;0.084;0.195;0.109;0.045;0.032;17.133;9.337;3.931;2.863
32.65;39.75;0.294;0.142;0.053;0.039;0.687;0.327;0.119;0.085;0.198;0.112;0.047;0.034;17.068;9.472;4.033;2.941
32.65;39.85;0.287;0.14;0.054;0.039;0.67;0.322;0.121;0.087;0.205;0.116;0.049;0.035;17.301;9.731;4.158;3.031
32.65;39.95;0.283;0.141;0.056;0.041;0.661;0.323;0.124;0.09;0.212;0.121;0.052;0.037;17.805;10.116;4.314;3.141
32.65;40.05;0.283;0.144;0.058;0.042;0.662;0.33;0.13;0.095;0.223;0.127;0.054;0.039;18.594;10.602;4.518;3.282
32.65;40.15;0.287;0.15;0.062;0.045;0.673;0.345;0.139;0.102;0.237;0.136;0.057;0.04;19.724;11.22;4.797;3.472
32.65;40.25;0.296;0.159;0.067;0.049;0.701;0.37;0.151;0.109;0.257;0.147;0.06;0.042;21.235;12.089;5.204;3.74
32.65;40.35;0.316;0.175;0.075;0.054;0.753;0.41;0.166;0.119;0.285;0.16;0.065;0.045;23.278;13.317;5.608;3.971
32.65;40.45;0.351;0.201;0.085;0.06;0.844;0.468;0.193;0.136;0.321;0.179;0.072;0.049;26.444;15.071;6.188;4.313
32.65;40.55;0.421;0.243;0.104;0.072;1.025;0.578;0.232;0.161;0.383;0.21;0.081;0.055;31.585;17.755;7.249;4.906
32.65;40.65;0.56;0.328;0.134;0.091;1.385;0.793;0.308;0.209;0.481;0.261;0.096;0.062;40.675;22.883;8.809;5.778
32.65;40.75;0.881;0.528;0.206;0.131;2.238;1.278;0.469;0.3;0.687;0.372;0.123;0.076;60.185;34.424;12.283;7.524
32.65;40.85;1.206;0.711;0.299;0.167;3.058;1.732;0.682;0.383;0.909;0.486;0.166;0.087;107.968;62.171;17.466;8.898
32.65;40.95;1.141;0.678;0.252;0.157;2.918;1.661;0.584;0.358;0.858;0.463;0.145;0.083;76.536;44.217;14.92;8.523
32.65;41.05;0.749;0.437;0.178;0.12;1.862;1.059;0.414;0.281;0.59;0.315;0.112;0.073;50.617;28.665;10.949;7.181
32.65;41.15;0.59;0.327;0.13;0.089;1.457;0.786;0.3;0.206;0.471;0.251;0.093;0.061;39.896;21.985;8.445;5.663
32.65;41.25;0.607;0.29;0.106;0.073;1.469;0.685;0.241;0.163;0.444;0.224;0.081;0.055;38.87;19.507;7.246;4.835
32.65;41.35;0.521;0.254;0.092;0.062;1.258;0.598;0.211;0.142;0.376;0.196;0.074;0.049;32.086;16.74;6.346;4.291
32.65;41.45;0.441;0.227;0.083;0.056;1.07;0.536;0.191;0.126;0.319;0.172;0.067;0.045;26.475;14.696;5.817;3.964
32.65;41.55;0.428;0.219;0.078;0.052;1.031;0.514;0.178;0.116;0.292;0.16;0.063;0.042;24.469;13.59;5.483;3.735
32.65;41.65;0.431;0.218;0.075;0.048;1.035;0.511;0.17;0.108;0.276;0.152;0.059;0.04;23.601;12.979;5.233;3.467
32.65;41.75;0.432;0.218;0.072;0.045;1.038;0.51;0.163;0.102;0.265;0.146;0.057;0.038;23.098;12.556;4.925;3.245
32.65;41.85;0.428;0.214;0.068;0.042;1.026;0.499;0.155;0.094;0.257;0.14;0.054;0.036;22.701;12.18;4.644;3.043
32.65;41.95;0.413;0.204;0.062;0.038;0.985;0.472;0.142;0.085;0.252;0.135;0.051;0.033;22.264;11.738;4.342;2.844
32.65;42.05;0.378;0.183;0.055;0.034;0.901;0.425;0.124;0.077;0.25;0.13;0.047;0.031;21.809;11.2;4.012;2.626
32.65;42.15;0.367;0.17;0.048;0.031;0.889;0.397;0.109;0.068;0.268;0.13;0.044;0.028;23.476;11.135;3.699;2.37
32.65;42.25;0.558;0.2;0.043;0.028;1.341;0.46;0.096;0.06;0.366;0.143;0.041;0.026;35.466;12.854;3.412;2.176
32.65;42.35;0.748;0.237;0.039;0.025;1.797;0.545;0.086;0.054;0.459;0.155;0.039;0.024;45.613;14.76;3.157;2.003
32.65;42.45;0.6;0.201;0.035;0.022;1.462;0.458;0.076;0.047;0.368;0.137;0.036;0.022;35.88;12.62;2.911;1.807
32.65;42.55;0.375;0.144;0.03;0.019;0.9;0.327;0.065;0.041;0.258;0.112;0.032;0.019;23.175;9.796;2.617;1.569
32.65;42.65;0.254;0.105;0.025;0.016;0.6;0.236;0.054;0.033;0.205;0.094;0.027;0.015;17.18;7.9;2.176;1.284
32.65;42.75;0.184;0.079;0.019;0.011;0.426;0.175;0.041;0.025;0.159;0.068;0.017;0.01;12.98;5.627;1.392;0.845
32.75;34.25;0.551;0.311;0.127;0.091;1.248;0.691;0.274;0.193;0.33;0.176;0.064;0.043;18.05;9.109;3.518;2.542
32.75;34.35;0.654;0.366;0.146;0.103;1.501;0.813;0.305;0.213;0.396;0.207;0.072;0.047;19.426;9.914;3.868;2.78
32.75;34.45;0.826;0.437;0.16;0.11;1.845;0.954;0.333;0.227;0.506;0.248;0.079;0.051;20.375;10.602;4.147;2.958
32.75;34.55;0.773;0.428;0.165;0.113;1.755;0.946;0.344;0.235;0.461;0.241;0.08;0.053;20.834;10.953;4.311;3.072
32.75;34.65;0.685;0.395;0.16;0.113;1.576;0.875;0.338;0.235;0.409;0.22;0.079;0.053;21;11.046;4.364;3.121
32.75;34.75;0.623;0.361;0.153;0.11;1.424;0.807;0.325;0.23;0.369;0.203;0.076;0.052;20.991;11.046;4.361;3.131
32.75;34.85;0.581;0.336;0.147;0.106;1.315;0.748;0.31;0.223;0.34;0.187;0.073;0.05;20.873;10.993;4.328;3.113
32.75;34.95;0.551;0.316;0.137;0.101;1.237;0.696;0.296;0.214;0.32;0.175;0.069;0.048;20.737;10.905;4.268;3.072
32.75;35.05;0.528;0.3;0.129;0.095;1.181;0.654;0.28;0.206;0.307;0.167;0.066;0.046;20.735;10.837;4.189;3.011
32.75;35.15;0.512;0.286;0.121;0.089;1.14;0.619;0.261;0.193;0.3;0.161;0.063;0.044;21.015;10.841;4.094;2.933
32.75;35.25;0.502;0.274;0.114;0.084;1.119;0.594;0.244;0.18;0.298;0.157;0.061;0.043;21.83;10.995;3.993;2.847
32.75;35.35;0.514;0.27;0.109;0.079;1.151;0.585;0.231;0.169;0.307;0.156;0.059;0.041;23.883;11.398;3.89;2.759
32.75;35.45;0.549;0.27;0.103;0.075;1.229;0.582;0.219;0.159;0.322;0.156;0.056;0.04;27;11.811;3.776;2.661
32.75;35.55;0.525;0.256;0.096;0.07;1.177;0.552;0.206;0.15;0.308;0.149;0.054;0.038;25.807;11.407;3.612;2.535
32.75;35.65;0.451;0.229;0.089;0.065;1.004;0.493;0.189;0.14;0.273;0.137;0.051;0.036;21.454;10.317;3.455;2.436
32.75;35.75;0.405;0.208;0.082;0.06;0.884;0.443;0.174;0.129;0.247;0.126;0.048;0.034;18.634;9.268;3.286;2.335
32.75;35.85;0.378;0.192;0.077;0.056;0.821;0.41;0.162;0.12;0.231;0.118;0.045;0.032;17.127;8.574;3.133;2.242
32.75;35.95;0.359;0.18;0.072;0.054;0.78;0.385;0.153;0.113;0.218;0.112;0.043;0.031;16.164;8.089;3.009;2.166
32.75;36.05;0.343;0.171;0.068;0.05;0.748;0.367;0.146;0.108;0.208;0.106;0.041;0.03;15.492;7.777;2.924;2.11
32.75;36.15;0.334;0.167;0.065;0.048;0.734;0.36;0.141;0.105;0.198;0.102;0.04;0.028;15.315;7.698;2.882;2.075
32.75;36.25;0.341;0.168;0.064;0.046;0.76;0.366;0.138;0.102;0.193;0.099;0.038;0.027;15.661;7.769;2.855;2.045
32.75;36.35;0.333;0.164;0.061;0.044;0.744;0.358;0.132;0.097;0.185;0.094;0.036;0.026;15.312;7.601;2.788;1.997
32.75;36.45;0.318;0.156;0.058;0.042;0.709;0.34;0.125;0.091;0.177;0.089;0.033;0.024;14.671;7.268;2.681;1.927
32.75;36.55;0.303;0.147;0.055;0.04;0.674;0.321;0.117;0.085;0.168;0.084;0.031;0.022;13.973;6.894;2.54;1.827
32.75;36.65;0.289;0.139;0.051;0.038;0.642;0.304;0.111;0.081;0.161;0.081;0.03;0.021;13.328;6.559;2.422;1.745
32.75;36.75;0.277;0.132;0.048;0.035;0.616;0.29;0.105;0.077;0.155;0.077;0.029;0.02;12.769;6.258;2.31;1.666
32.75;36.85;0.267;0.126;0.045;0.033;0.594;0.277;0.1;0.073;0.149;0.074;0.028;0.02;12.3;6.005;2.22;1.604
32.75;36.95;0.257;0.121;0.043;0.031;0.575;0.266;0.095;0.069;0.143;0.071;0.027;0.019;11.884;5.784;2.145;1.554
32.75;37.05;0.245;0.115;0.041;0.03;0.551;0.253;0.09;0.066;0.137;0.068;0.025;0.018;11.429;5.562;2.078;1.511
32.75;37.15;0.237;0.111;0.04;0.029;0.536;0.246;0.087;0.063;0.133;0.066;0.025;0.018;11.2;5.45;2.049;1.493
32.75;37.25;0.243;0.112;0.039;0.028;0.554;0.249;0.086;0.062;0.131;0.065;0.024;0.018;11.357;5.477;2.046;1.489
32.75;37.35;0.244;0.112;0.039;0.028;0.56;0.251;0.085;0.061;0.129;0.064;0.024;0.017;11.406;5.499;2.051;1.49
32.75;37.45;0.245;0.112;0.038;0.027;0.566;0.254;0.084;0.06;0.127;0.063;0.024;0.017;11.481;5.54;2.061;1.494
32.75;37.55;0.247;0.113;0.038;0.027;0.574;0.257;0.085;0.06;0.126;0.063;0.024;0.017;11.59;5.601;2.083;1.507
32.75;37.65;0.249;0.114;0.038;0.027;0.581;0.261;0.085;0.06;0.126;0.063;0.024;0.017;11.72;5.684;2.116;1.528
32.75;37.75;0.251;0.115;0.038;0.027;0.588;0.264;0.085;0.06;0.126;0.063;0.024;0.017;11.857;5.768;2.151;1.55
32.75;37.85;0.252;0.116;0.038;0.027;0.593;0.267;0.086;0.06;0.126;0.064;0.024;0.017;11.991;5.852;2.184;1.573
32.75;37.95;0.252;0.116;0.038;0.027;0.596;0.268;0.086;0.06;0.127;0.064;0.024;0.018;12.118;5.93;2.218;1.596
